stimulus_row_id,triplet_id,vowel_class,category,primary_suffix,secondary_suffix,root_A,root_B,A_x,A_y,B_x,zipf_A,zipf_B,zipf_diff,BERTurk_all_split,BERTurk_shared_final_subtoken,model,model_name,layer,pooling,A_x_model_ntokens,A_y_model_ntokens,B_x_model_ntokens,all_three_words_split_model,sim_same_root,sim_same_suffix,delta
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,3,True,0.7470241169699697,0.7099544900729016,0.037069626897068164
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.8101125627521314,0.9452148737191076,-0.13510231096697622
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,3,2,3,True,0.7072546325525201,0.762359289877536,-0.055104657325015904
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7740977592672135,0.8290391835803234,-0.05494142431310989
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7668147922201296,0.7717861363006323,-0.004971344080502704
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,4,True,0.679142302405657,0.765981367395461,-0.08683906498980398
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7953470400271146,0.9485992231661123,-0.1532521831389977
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,3,True,0.7118712633418188,0.7349483125161995,-0.023077049174380693
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7734430892717807,0.9083020325554744,-0.13485894328369363
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,4,3,3,True,0.7901453656126866,0.7339669247130545,0.05617844089963209
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.862938943025841,0.8462491666258477,0.01668977639999325
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.8948737263543449,0.8305293377230597,0.06434438863128522
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,mBERT,bert-base-multilingual-cased,7,mean,4,3,4,True,0.9287807259058128,0.876833450173069,0.051947275732743825
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,3,True,0.8834352359359126,0.8008168215816488,0.08261841435426376
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9242323190374935,0.847425379023231,0.07680694001426247
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.862938943025841,0.7611483159493568,0.10179062707648412
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.8948737263543449,0.8315030065253411,0.06337071982900377
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,3,4,4,True,0.9287807259058128,0.8337844827159115,0.0949962431899013
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,3,3,True,0.8834352359359126,0.8147702686880143,0.06866496724789828
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9242323190374935,0.8077527362263589,0.11647958281113457
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8857852004385872,0.8096288891783886,0.07615631126019862
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.9031563136768377,0.8522261133245481,0.05093020035228957
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,4,4,4,True,0.922809761982126,0.8334280213016309,0.0893817406804952
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9012524441160278,0.8434934361827868,0.05775900793324096
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9051441492235314,0.8278387188292177,0.0773054303943137
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.9143759733307646,0.789747600689994,0.12462837264077065
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.9183466790430036,0.845462549265594,0.07288412977740955
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,3,4,4,True,0.935023580995321,0.824738198186536,0.11028538280878497
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8550980969880263,0.8003790995926569,0.05471899739536945
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9167305030200981,0.8269558843718693,0.08977461864822878
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8924515150796523,0.7898404440903368,0.10261107098931543
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.9059226610830209,0.8716424906783646,0.03428017040465625
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,4,4,4,True,0.9344098762843072,0.8687347935505276,0.06567508273377953
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8641134563438698,0.8386458089713886,0.025467647372481195
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.8709410059844752,0.8274322556145204,0.04350875036995483
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,4,True,0.8486397575101566,0.8263947740686562,0.022244983441500388
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.904581999579248,0.9257929127377788,-0.021210913158530742
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,4,4,5,True,0.8971058434772262,0.8706280073865964,0.026477836090629814
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8721986961727932,0.8262520326499705,0.04594666352282273
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,mean,4,3,2,True,0.8756035497380317,0.8079822421455551,0.06762130759247653
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8824544057304856,0.7075376864306142,0.1749167192998714
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9070557664825672,0.819634849908681,0.08742091657388629
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.8947448151579689,0.8827065180820413,0.012038297075927629
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9011764932064369,0.7738413083224766,0.12733518488396034
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8168326119741567,0.8287599177184729,-0.011927305744316219
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8824544057304856,0.7445744478826306,0.137879957847855
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9070557664825672,0.8393376684551798,0.06771809802738749
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,2,True,0.8947448151579689,0.82334539283369,0.07139942232427887
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9011764932064369,0.857528740128331,0.043647753078105866
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8168326119741567,0.7818054660125762,0.03502714596158052
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,3,True,0.8729367555049043,0.8013768855977313,0.071559869907173
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8983349715294333,0.8810950768226474,0.017239894706785885
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,2,True,0.8581305669482947,0.8612551924455133,-0.0031246254972185916
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.8905410351145053,0.888993234565419,0.00154780054908632
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8395420418572982,0.7935275812889915,0.046014460568306714
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8489109448208408,0.66127184474376,0.18763910007708084
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9115669332475632,0.8801773755746115,0.03138955767295171
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,2,2,3,True,0.8316456313129152,0.7748866006998189,0.056759030613096395
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.9012446665598928,0.815095090319112,0.08614957624078079
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9015662040229555,0.7920548354455298,0.10951136857742572
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,3,True,0.8492414715650306,0.6837190868562243,0.1655223847088063
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9197069891996521,0.8991905902037227,0.020516398995929386
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,mean,3,2,3,True,0.8370069449117981,0.8228154960087938,0.014191448903004278
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.8987958945675389,0.8486656604285422,0.050130234138996754
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.8838899882786908,0.8168308162293838,0.067059172049307
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,4,True,0.811182812101539,0.8287664471181497,-0.017583635016610755
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,3,True,0.9014151519405261,0.9067451726992661,-0.005330020758740006
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,mean,3,2,3,True,0.8586165340897722,0.8208370032647297,0.037779530825042484
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,mBERT,bert-base-multilingual-cased,7,mean,3,3,2,True,0.8858323934559257,0.8767574955978255,0.009074897858100228
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,mean,4,3,3,True,0.8837941352832568,0.8211561999232474,0.06263793536000939
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,3,True,0.8438402474094561,0.8100874304191106,0.03375281699034549
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8773697149552553,0.8296129035986058,0.04775681135664944
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,mBERT,bert-base-multilingual-cased,7,max,4,3,4,True,0.9088474029105952,0.8514852055211881,0.057362197389407066
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,3,2,3,True,0.86056304066576,0.7957834170991236,0.06477962356663636
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,2,True,0.9050695857934902,0.8098826607568537,0.0951869250366365
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,3,True,0.8438402474094561,0.7283204764597574,0.11551977094969867
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8773697149552553,0.8241702021268219,0.05319951282843338
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,max,3,4,4,True,0.9088474029105952,0.816653914119132,0.09219348879146316
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,3,3,True,0.86056304066576,0.7981415773952953,0.062421463270464606
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,2,True,0.9050695857934902,0.759803612853468,0.1452659729400222
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,3,True,0.8639719841707899,0.780981699614605,0.08299028455618496
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8810856388642052,0.8428119068154554,0.03827373204874984
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,max,4,4,4,True,0.9070193564278288,0.8207108130962947,0.08630854333153415
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,3,True,0.8894351780770259,0.8250830021269119,0.064352175950114
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,2,True,0.8881610415448832,0.7864408754600605,0.1017201660848227
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,3,True,0.899006464464795,0.762056562995023,0.13694990146977204
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8982378406889434,0.838904899038559,0.059332941650384385
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,max,3,4,4,True,0.914087922125382,0.803009490602056,0.11107843152332608
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,max,3,3,3,True,0.8577163088058628,0.7931579126013517,0.06455839620451109
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,2,True,0.9056152997865847,0.7860107893875131,0.1196045103990716
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,3,True,0.8770660833953049,0.7716669473229005,0.10539913607240436
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8934474358327648,0.8686421894820006,0.0248052463507642
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,max,4,4,4,True,0.91818924810337,0.8439511784580468,0.0742380696453232
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,max,3,3,3,True,0.8613559204115566,0.8221556827093082,0.03920023770224845
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,max,3,3,2,True,0.8689351400378931,0.7981796187059543,0.07075552133193874
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,max,2,2,4,True,0.8224474416460147,0.7700454574422753,0.05240198420373943
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,max,2,2,2,True,0.8813986039772145,0.9159675692197928,-0.03456896524257835
